borrower_id,borrower_type,full_name,country_of_residence,city_of_residence,annual_income,annual_revenue,annual_ebit,is_deceased,current_internal_credit_rating,current_external_credit_rating,external_credit_scoring,date_of_birth,incorporation_date,group_id,created_at
30,individual,Jordan Anders 30,IT,Milan,179017.19,,,false,BB,AA,438,1973-07-21,,,2019-12-25T06:16:40+00:00
31,corporate,Prime 31 Ltd,ES,Madrid,,34628010.73,2379369.43,false,CCC,BBB,450,,2010-08-28,233,2020-07-19T19:22:50+00:00
32,corporate,Pinnacle 32 BV,PT,Brussels,,5982321.86,119679.28,false,AAA,AA,810,,2003-10-05,70,2019-10-27T07:40:13+00:00
33,individual,Maya Garcia 33,IT,Milan,186421.72,,,false,A,BBB,793,1991-12-05,,,2021-11-11T01:49:04+00:00
34,individual,Sam Martin 34,GB,London,42323.06,,,false,A,A,469,1996-05-31,,,2025-05-18T16:40:03+00:00
35,individual,Taylor Meyer 35,IE,Lisbon,74153.83,,,false,CCC,B,531,1990-06-29,,,2025-01-31T21:20:56+00:00
36,individual,Luca Martin 36,ES,Madrid,146566.97,,,false,AA,AAA,767,1970-09-13,,267,2023-06-30T14:17:37+00:00
37,individual,Sam Anders 37,FR,Paris,49416.08,,,false,A,BB,327,1982-04-30,,,2024-10-08T06:56:28+00:00
38,individual,Noah Davis 38,US,New York,193923.43,,,false,BB,A,745,1989-09-21,,46,2025-03-22T07:14:33+00:00
39,individual,Nina Johnson 39,NL,Amsterdam,201865.37,,,false,BBB,BBB,306,1955-12-26,,,2024-12-20T10:39:05+00:00
40,corporate,Venture 40 Inc,FR,Paris,,18903163.02,2722750.66,false,B,BBB,324,,1981-11-21,,2023-01-18T12:59:48+00:00
41,corporate,Nordic 41 SA,IE,Lisbon,,13033689.64,2008830.23,false,B,A,553,,1993-09-24,,2026-02-12T18:11:46+00:00
42,corporate,Atlas 42 PLC,IE,Lisbon,,20371332.06,955050.01,false,CCC,BBB,813,,1986-11-06,257,2024-04-14T01:57:29+00:00
43,individual,Jordan Davis 43,IE,Lisbon,192000.27,,,false,BBB,BBB,779,1985-09-06,,294,2019-08-07T09:29:29+00:00
44,individual,Nina Rossi 44,IE,Lisbon,87213.69,,,false,CCC,AAA,681,1980-12-22,,,2023-12-07T07:57:17+00:00
45,individual,Maya Davis 45,DE,Berlin,48048.11,,,false,CCC,B,737,1980-04-25,,,2025-12-19T12:16:04+00:00
46,corporate,Venture 46 BV,IT,Milan,,12143226.21,1675976.82,false,BBB,B,774,,1981-12-07,124,2018-04-02T14:26:42+00:00
47,individual,Jordan Anders 47,IT,Milan,168508.34,,,false,BB,AAA,678,1966-05-23,,101,2019-02-20T09:45:59+00:00
48,individual,Sam Martin 48,NL,Amsterdam,193638.71,,,false,CCC,BB,744,1973-04-23,,,2025-11-02T12:57:42+00:00
49,individual,Jordan Lopez 49,BE,Dublin,21007.95,,,false,BB,BB,856,1958-07-17,,41,2022-12-12T21:18:22+00:00
50,corporate,Nordic 50 SA,BE,Dublin,,25100802.69,6381551.93,false,BBB,AAA,475,,1985-08-20,,2020-09-07T13:32:56+00:00
51,individual,Jordan Rossi 51,PT,Brussels,182363.97,,,false,BBB,B,629,1957-02-21,,,2021-07-31T00:35:59+00:00
52,corporate,Aurora 52 GmbH,FR,Paris,,2226892.25,305040.54,false,CCC,AAA,508,,2021-03-06,,2023-05-30T00:00:59+00:00
53,individual,Maya Brown 53,GB,London,211135.26,,,false,B,AAA,529,1965-07-01,,223,2020-09-23T09:04:40+00:00
54,corporate,Pinnacle 54 Inc,GB,London,,14875157.27,1661601.44,false,A,A,555,,1984-01-08,67,2020-08-31T05:01:36+00:00
55,individual,Jordan Meyer 55,PT,Brussels,100816.46,,,false,A,B,487,1995-10-26,,6,2022-03-13T03:03:23+00:00
56,corporate,Nordic 56 SA,IE,Lisbon,,4869101.33,1134571.57,false,BBB,AA,541,,1993-04-22,231,2023-03-09T19:46:58+00:00
57,individual,Maya Garcia 57,IT,Milan,150305.81,,,false,B,AAA,323,2000-11-10,,39,2020-05-14T15:49:05+00:00
58,individual,Ava Garcia 58,NL,Amsterdam,219465.85,,,false,CCC,AA,757,1961-10-09,,,2020-05-09T14:13:34+00:00
59,individual,Luca Meyer 59,IE,Lisbon,115652.44,,,false,A,BB,481,1977-07-15,,237,2018-03-01T16:23:42+00:00
60,individual,Ava Johnson 60,DE,Berlin,97690.97,,,false,B,AA,742,1955-06-13,,,2023-12-22T01:26:09+00:00
61,individual,Taylor Smith 61,IT,Milan,110076.5,,,false,B,AA,713,1968-06-24,,,2019-01-18T14:53:02+00:00
62,individual,Taylor Anders 62,FR,Paris,146245.55,,,false,B,BBB,728,1998-07-01,,,2023-06-01T09:33:10+00:00
63,corporate,Nordic 63 BV,ES,Madrid,,23774769.83,871750.04,false,CCC,BBB,759,,2025-05-03,,2019-05-19T06:58:30+00:00
64,corporate,Prime 64 Ltd,DE,Berlin,,10406039.61,313745.85,false,B,A,291,,2018-06-12,,2022-12-03T08:29:11+00:00
65,individual,Taylor Davis 65,IT,Milan,187584.69,,,false,CCC,BBB,330,1991-02-18,,,2018-04-28T19:39:07+00:00
66,corporate,Pinnacle 66 Inc,DE,Berlin,,16604760.56,2066248.97,false,BBB,B,810,,2010-10-03,,2022-04-20T08:47:38+00:00
67,corporate,Pinnacle 67 Ltd,NL,Amsterdam,,22006717.57,2009390.32,false,BB,A,515,,2005-02-07,,2022-10-21T01:33:00+00:00
68,individual,Jordan Brown 68,US,New York,199295.24,,,false,BB,AAA,642,1972-02-24,,265,2023-11-04T08:09:11+00:00
69,individual,Sam Meyer 69,DE,Berlin,183437.92,,,false,BBB,AA,838,1945-03-16,,71,2025-05-12T12:42:15+00:00
70,corporate,Venture 70 Inc,PT,Brussels,,1843539.53,266621.69,false,A,BB,680,,1982-03-02,,2024-10-14T02:57:53+00:00
71,individual,Taylor Brown 71,PT,Brussels,124370.87,,,false,CCC,B,823,1966-03-11,,,2025-02-25T11:59:21+00:00
72,corporate,Pinnacle 72 Inc,FR,Paris,,23514799.75,588647.54,false,B,B,712,,2010-04-12,,2025-12-06T02:13:46+00:00
73,corporate,Summit 73 GmbH,NL,Amsterdam,,8875202.56,1154976.05,false,B,B,633,,2020-03-07,245,2019-05-08T23:07:32+00:00
74,individual,Ava Smith 74,FR,Paris,110100.49,,,false,BB,A,381,1986-01-23,,,2022-09-02T22:56:17+00:00
75,corporate,Nordic 75 Ltd,BE,Dublin,,4941731.23,384731.95,false,AA,A,805,,1989-11-03,289,2019-07-27T10:54:50+00:00
76,individual,Maya Lopez 76,BE,Dublin,79798.46,,,true,CCC,BB,864,1993-01-03,,,2019-12-09T15:55:08+00:00
77,corporate,Nordic 77 PLC,PT,Brussels,,15220507.4,660177.09,false,BBB,AAA,446,,1970-12-31,72,2022-03-24T17:50:33+00:00
78,individual,Ava Smith 78,NL,Amsterdam,199117.1,,,false,A,AAA,802,1947-01-23,,103,2019-06-03T14:00:16+00:00
79,individual,Alex Brown 79,IE,Lisbon,145129.67,,,false,BB,AA,796,1946-04-18,,59,2024-12-09T15:54:27+00:00
80,individual,Maya Johnson 80,IE,Lisbon,58902.89,,,false,CCC,AAA,676,1969-07-02,,,2021-08-24T01:11:11+00:00
81,individual,Nina Rossi 81,NL,Amsterdam,92841.75,,,false,B,BBB,664,1977-09-26,,,2018-03-16T03:49:36+00:00
82,individual,Sam Rossi 82,DE,Berlin,92007.17,,,false,BBB,AAA,810,1955-12-19,,64,2018-12-22T18:29:28+00:00
83,individual,Sam Anders 83,ES,Madrid,44515.63,,,false,BBB,BB,839,1984-08-11,,91,2022-01-12T12:21:48+00:00
84,individual,Chris Anders 84,ES,Madrid,134051.22,,,false,AA,AA,567,1961-03-26,,,2019-01-13T19:37:24+00:00
85,individual,Noah Johnson 85,DE,Berlin,177539.2,,,false,CCC,AA,653,1958-02-12,,,2021-06-26T09:51:58+00:00
86,individual,Nina Johnson 86,US,New York,125096.78,,,false,BB,AAA,708,1996-08-25,,216,2020-08-07T17:58:40+00:00
87,individual,Noah Garcia 87,DE,Berlin,65530.17,,,false,BB,AAA,865,1968-04-21,,,2019-12-17T11:14:51+00:00
88,individual,Maya Davis 88,GB,London,64703.44,,,false,B,BB,296,1957-04-22,,,2024-04-05T00:08:57+00:00
89,individual,Taylor Lopez 89,IE,Lisbon,146311.37,,,false,CCC,B,897,1949-11-05,,50,2018-02-28T12:09:34+00:00
90,individual,Chris Meyer 90,GB,London,117938.73,,,false,B,A,342,1988-06-03,,,2018-07-14T09:10:46+00:00
91,corporate,Aurora 91 Inc,IE,Lisbon,,10828410.0,2264920.8,false,CCC,AA,311,,2018-10-28,293,2019-05-23T14:48:01+00:00
92,individual,Chris Meyer 92,DE,Berlin,38635.16,,,false,AAA,AAA,568,1972-06-28,,14,2018-10-16T12:25:08+00:00
93,corporate,Nordic 93 Inc,IT,Milan,,12800790.09,931860.55,false,CCC,A,601,,1986-03-13,,2019-11-29T19:19:38+00:00
94,corporate,Nordic 94 SA,IE,Lisbon,,5562954.84,1064311.27,false,BB,AAA,435,,1999-02-10,296,2025-12-22T08:06:09+00:00
95,individual,Taylor Lopez 95,GB,London,113943.74,,,false,B,B,678,1999-11-26,,190,2020-05-02T14:16:32+00:00
96,individual,Taylor Martin 96,GB,London,192809.72,,,false,CCC,AA,487,1958-04-20,,11,2021-05-12T15:40:29+00:00
97,individual,Alex Anders 97,GB,London,209637.18,,,false,CCC,AA,690,1990-03-11,,115,2018-09-19T19:24:56+00:00
98,individual,Noah Anders 98,PT,Brussels,153754.99,,,false,BB,BB,773,1963-03-17,,,2018-01-11T00:01:35+00:00
99,individual,Alex Lopez 99,NL,Amsterdam,30867.59,,,false,B,A,567,1980-11-04,,,2021-01-06T21:54:01+00:00
100,individual,Maya Johnson 100,ES,Madrid,170735.44,,,false,A,A,404,1978-12-20,,,2018-03-18T18:29:18+00:00
101,corporate,Nordic 101 Inc,BE,Dublin,,27069657.38,5588026.75,false,A,AAA,795,,2001-02-11,265,2021-06-19T08:04:00+00:00
102,corporate,Atlas 102 SA,PT,Brussels,,443464.39,79262.7,false,BB,AA,678,,2010-08-13,,2024-08-10T13:57:35+00:00
103,individual,Nina Smith 103,BE,Dublin,159918.28,,,false,B,BBB,633,1990-07-03,,,2024-07-12T13:30:48+00:00
104,individual,Sam Meyer 104,FR,Paris,207597.59,,,false,BB,B,792,1989-04-10,,,2021-07-14T05:46:16+00:00
105,individual,Noah Rossi 105,PT,Brussels,122356.25,,,false,B,BBB,886,1988-09-13,,,2024-07-09T21:57:46+00:00
106,individual,Luca Davis 106,IT,Milan,118407.35,,,false,BB,B,308,1998-06-16,,,2024-04-24T22:35:15+00:00
107,corporate,Prime 107 Inc,IE,Lisbon,,4505812.83,582936.84,false,CCC,BB,795,,2000-11-05,268,2019-11-10T03:14:17+00:00
108,corporate,Pinnacle 108 BV,IT,Milan,,12747492.96,1302137.9,false,A,AA,851,,2019-05-27,57,2025-03-31T20:10:19+00:00
109,corporate,Nordic 109 BV,US,New York,,14479531.49,3113767.45,false,BB,BBB,543,,1982-03-20,230,2021-07-20T05:01:44+00:00
110,corporate,Nordic 110 BV,BE,Dublin,,29014862.96,6435156.11,false,B,AAA,413,,1974-04-04,203,2024-12-29T09:30:17+00:00
111,individual,Luca Martin 111,GB,London,195957.3,,,false,A,A,385,1967-11-27,,175,2023-03-20T09:29:05+00:00
112,corporate,Aurora 112 SA,PT,Brussels,,2289751.52,615249.65,false,B,B,592,,2011-07-05,,2022-04-14T13:39:25+00:00
113,corporate,Summit 113 Ltd,GB,London,,14755737.53,3355464.55,false,CCC,A,711,,1974-01-14,,2018-07-08T20:27:12+00:00
114,individual,Ava Garcia 114,FR,Paris,33791.78,,,false,CCC,A,305,1946-03-16,,,2021-07-03T18:12:31+00:00
115,corporate,Aurora 115 BV,IT,Milan,,6828434.37,806646.57,false,B,B,321,,2015-02-27,129,2023-12-12T14:25:47+00:00
116,corporate,Prime 116 GmbH,BE,Dublin,,28873608.46,1605919.04,false,BBB,BBB,769,,1984-08-29,,2022-04-16T10:25:36+00:00
117,individual,Alex Anders 117,PT,Brussels,74328.96,,,false,AAA,AAA,416,1986-08-30,,262,2025-09-17T08:53:30+00:00
118,individual,Luca Anders 118,GB,London,86058.1,,,false,BBB,BBB,356,1969-10-06,,,2024-09-07T12:21:46+00:00
119,individual,Maya Meyer 119,DE,Berlin,168734.79,,,false,BB,B,893,1955-04-12,,,2020-12-18T22:53:57+00:00
120,individual,Luca Brown 120,IE,Lisbon,24669.51,,,false,BB,B,561,1952-05-24,,267,2022-05-07T01:19:19+00:00
121,individual,Alex Meyer 121,ES,Madrid,37126.97,,,false,BBB,AAA,417,1985-08-11,,,2018-04-29T18:35:02+00:00
122,individual,Sam Rossi 122,IT,Milan,89043.36,,,false,BBB,AA,494,1968-03-06,,,2018-07-17T05:31:31+00:00
123,individual,Sam Davis 123,ES,Madrid,73727.14,,,false,A,BB,806,1971-03-16,,251,2022-11-08T12:05:58+00:00
124,corporate,Pinnacle 124 Inc,IE,Lisbon,,27092545.67,6842968.7,false,BBB,B,300,,1971-03-20,,2021-05-22T21:18:20+00:00
125,individual,Nina Martin 125,IE,Lisbon,155775.66,,,false,B,A,801,2000-05-02,,182,2021-09-17T11:42:55+00:00
126,corporate,Prime 126 PLC,GB,London,,16811142.96,387556.02,false,B,A,383,,1983-06-22,,2018-06-09T09:25:56+00:00
127,corporate,Atlas 127 Ltd,IT,Milan,,34303543.85,7706609.55,false,B,BB,667,,1998-12-09,,2022-06-16T19:04:59+00:00
128,corporate,Pinnacle 128 GmbH,DE,Berlin,,28226240.15,6565776.27,false,B,BBB,505,,2002-12-10,,2020-06-10T19:46:00+00:00
129,corporate,Venture 129 Inc,DE,Berlin,,7788201.58,1775554.26,false,AAA,BB,401,,2018-03-15,124,2024-03-26T15:31:17+00:00
130,corporate,Aurora 130 BV,IE,Lisbon,,30064085.69,4383726.31,false,BBB,AAA,571,,1971-06-27,162,2024-12-11T09:31:23+00:00
131,individual,Ava Lopez 131,IT,Milan,40508.08,,,false,BBB,BB,530,1962-03-13,,164,2025-11-02T16:36:07+00:00
132,individual,Chris Davis 132,ES,Madrid,176360.59,,,false,A,BBB,403,1948-09-27,,,2022-04-05T00:04:40+00:00
133,individual,Alex Lopez 133,IT,Milan,155583.27,,,false,BB,B,410,1965-11-17,,,2023-08-15T20:10:06+00:00
134,individual,Jordan Rossi 134,FR,Paris,87641.89,,,false,BB,AA,630,1967-07-18,,243,2023-05-05T00:20:09+00:00
135,corporate,Summit 135 BV,BE,Dublin,,8038326.35,2068097.79,false,A,AA,720,,2006-11-10,,2019-07-05T00:18:04+00:00
136,corporate,Nordic 136 SA,ES,Madrid,,33969259.01,8554204.95,false,CCC,BB,500,,2015-01-22,71,2025-12-22T01:18:08+00:00
137,corporate,Atlas 137 GmbH,NL,Amsterdam,,6454879.95,1240199.3,false,B,BBB,511,,1980-02-25,,2023-04-09T22:13:55+00:00
138,individual,Taylor Rossi 138,GB,London,38613.82,,,false,BBB,B,749,1963-09-16,,,2019-01-31T08:32:14+00:00
139,individual,Noah Lopez 139,BE,Dublin,99546.73,,,false,BB,A,537,1985-02-06,,118,2023-03-19T14:25:44+00:00
140,individual,Chris Martin 140,ES,Madrid,190599.87,,,false,A,A,790,2002-05-28,,193,2026-01-20T07:59:38+00:00
141,individual,Sam Meyer 141,IE,Lisbon,143613.85,,,false,BB,BB,619,1996-03-01,,286,2021-04-03T03:04:31+00:00
142,corporate,Nordic 142 Ltd,IE,Lisbon,,22701187.09,2425947.9,false,A,BB,759,,1983-05-11,289,2020-12-10T18:58:03+00:00
143,corporate,Prime 143 GmbH,GB,London,,3124274.34,662462.71,false,A,AAA,430,,1999-03-28,212,2020-09-01T08:38:26+00:00
144,corporate,Prime 144 PLC,FR,Paris,,18589440.31,5063354.82,false,BBB,BB,453,,1993-08-25,110,2022-12-02T00:05:56+00:00
145,individual,Chris Martin 145,IT,Milan,58446.32,,,false,CCC,BB,682,1976-05-31,,,2025-09-24T18:58:09+00:00
146,corporate,Aurora 146 GmbH,GB,London,,25974336.27,3315244.47,false,BB,B,833,,2007-12-20,179,2024-07-21T11:48:01+00:00
147,corporate,Prime 147 PLC,PT,Brussels,,8094614.74,1986149.67,false,BBB,BBB,859,,2002-07-12,7,2026-01-30T19:18:34+00:00
148,individual,Jordan Lopez 148,ES,Madrid,213246.92,,,false,A,AAA,759,1975-10-27,,113,2020-06-30T09:35:11+00:00
149,corporate,Venture 149 PLC,IT,Milan,,9463878.28,1733625.65,false,AAA,BB,541,,2001-10-31,,2023-09-19T22:43:13+00:00
150,individual,Maya Rossi 150,IT,Milan,175861.28,,,false,BB,BB,408,1951-04-10,,76,2020-08-18T08:26:56+00:00
151,individual,Noah Garcia 151,DE,Berlin,101726.57,,,false,AAA,AAA,628,1968-02-05,,22,2022-01-28T14:49:25+00:00
152,individual,Luca Garcia 152,US,New York,104138.52,,,false,CCC,BBB,496,1982-04-09,,,2022-05-10T13:46:32+00:00
153,individual,Ava Davis 153,ES,Madrid,37604.55,,,false,A,AA,526,1988-01-07,,,2018-12-28T04:33:40+00:00
154,individual,Taylor Davis 154,GB,London,103247.25,,,false,B,AAA,551,1967-12-12,,,2024-06-08T20:16:17+00:00
155,individual,Chris Davis 155,BE,Dublin,52096.93,,,false,B,AA,809,1953-12-15,,256,2025-01-01T03:54:35+00:00
156,individual,Luca Davis 156,GB,London,42077.26,,,false,BBB,B,708,1949-10-19,,,2024-01-12T14:41:49+00:00
157,corporate,Prime 157 GmbH,US,New York,,26495311.74,1237639.7,false,BB,BBB,442,,1985-07-22,59,2019-06-15T23:25:07+00:00
158,individual,Jordan Martin 158,FR,Paris,164318.24,,,false,B,B,363,1999-12-17,,133,2025-08-26T18:08:52+00:00
159,corporate,Venture 159 PLC,FR,Paris,,4200292.95,130776.34,false,BB,B,524,,2010-05-26,237,2018-06-13T01:39:29+00:00
160,corporate,Atlas 160 GmbH,BE,Dublin,,33387163.99,5360108.16,false,BBB,AA,295,,2017-12-03,298,2024-09-04T14:59:07+00:00
161,corporate,Summit 161 PLC,IE,Lisbon,,22518466.44,5200814.22,false,A,B,306,,1970-09-30,94,2018-09-06T09:21:37+00:00
162,corporate,Nordic 162 BV,IE,Lisbon,,669542.34,97655.74,false,CCC,A,337,,2013-07-10,201,2026-01-03T12:36:13+00:00
163,corporate,Prime 163 SA,BE,Dublin,,24864683.47,3604208.37,false,BBB,BBB,609,,2009-04-07,,2019-12-07T03:48:15+00:00
164,corporate,Prime 164 Inc,US,New York,,16958081.03,4387462.83,false,BBB,BB,728,,1991-06-29,161,2021-03-01T20:22:42+00:00
165,individual,Sam Garcia 165,PT,Brussels,197809.37,,,false,AAA,AAA,333,1985-10-19,,,2022-09-01T15:01:10+00:00
166,corporate,Summit 166 GmbH,BE,Dublin,,16127948.67,1402911.38,false,BB,BBB,735,,1982-05-19,177,2024-12-04T04:14:31+00:00
167,corporate,Nordic 167 SA,IT,Milan,,32996532.14,1349449.16,false,B,BBB,328,,1987-03-10,,2018-07-05T09:24:36+00:00
168,individual,Maya Johnson 168,IE,Lisbon,52883.59,,,false,A,AA,732,1959-04-25,,,2025-06-20T05:45:32+00:00
169,corporate,Nordic 169 GmbH,ES,Madrid,,27505014.08,2805024.15,false,BBB,A,501,,2019-12-04,,2019-02-19T06:54:36+00:00
170,corporate,Summit 170 SA,NL,Amsterdam,,33440734.87,4066237.36,false,B,AAA,340,,2021-04-01,,2020-07-20T17:07:33+00:00
171,corporate,Venture 171 GmbH,DE,Berlin,,185671.96,6041.52,false,AAA,B,874,,2012-08-27,82,2024-11-28T23:22:14+00:00
172,corporate,Aurora 172 GmbH,DE,Berlin,,32265892.6,4626471.84,false,BB,AAA,878,,1970-02-10,9,2024-11-11T07:17:38+00:00
173,corporate,Atlas 173 BV,US,New York,,1869834.14,169913.65,false,A,AA,479,,1984-08-06,,2024-02-01T17:44:27+00:00
174,individual,Jordan Smith 174,IT,Milan,113418.4,,,false,BBB,AA,603,2002-06-15,,,2023-01-29T21:24:03+00:00
175,corporate,Pinnacle 175 BV,IT,Milan,,19505604.26,2081369.77,false,BB,BBB,810,,2006-10-30,,2021-05-23T03:41:30+00:00
176,individual,Maya Davis 176,IE,Lisbon,178797.19,,,false,A,BBB,721,1959-04-09,,,2018-09-13T14:54:41+00:00
177,individual,Nina Rossi 177,BE,Dublin,150783.77,,,false,AAA,AAA,606,1961-12-03,,83,2019-01-15T06:42:36+00:00
178,individual,Nina Rossi 178,FR,Paris,138012.74,,,false,BB,BB,661,1974-02-27,,,2023-08-16T13:15:42+00:00
179,individual,Chris Davis 179,PT,Brussels,34229.25,,,false,BB,B,641,1954-03-23,,220,2020-03-16T16:51:18+00:00
180,individual,Taylor Garcia 180,IE,Lisbon,131192.95,,,false,A,B,433,1987-10-18,,,2023-03-09T04:56:41+00:00
181,individual,Noah Garcia 181,IE,Lisbon,139843.12,,,false,BBB,A,419,1988-01-31,,,2018-08-31T15:18:36+00:00
182,corporate,Nordic 182 BV,FR,Paris,,2143880.87,566211.0,false,B,AA,282,,1986-02-08,,2019-08-05T00:39:27+00:00
183,corporate,Prime 183 PLC,NL,Amsterdam,,3693586.98,437358.31,false,BB,A,720,,1972-08-14,82,2020-03-06T17:16:14+00:00
184,corporate,Atlas 184 GmbH,ES,Madrid,,25140872.39,1916176.26,false,B,B,632,,2011-06-09,66,2021-09-04T11:30:44+00:00
185,individual,Taylor Davis 185,IE,Lisbon,51993.73,,,false,A,B,498,1980-09-20,,97,2021-07-30T03:28:48+00:00
186,corporate,Venture 186 Inc,NL,Amsterdam,,18180618.44,3493480.24,false,B,AAA,314,,1988-01-24,,2021-04-04T06:14:40+00:00
187,individual,Ava Martin 187,PT,Brussels,73736.99,,,false,BBB,A,450,1990-06-11,,,2024-07-10T12:58:59+00:00
188,corporate,Nordic 188 GmbH,NL,Amsterdam,,20705490.95,5618962.86,false,BBB,BB,870,,2009-11-06,,2019-10-08T09:35:41+00:00
189,corporate,Nordic 189 Inc,BE,Dublin,,29095372.28,7541707.31,false,AA,BBB,418,,1993-02-02,30,2021-04-29T12:21:53+00:00
190,corporate,Summit 190 GmbH,FR,Paris,,19439830.6,3837358.77,false,CCC,B,468,,2020-04-18,,2021-08-17T07:24:14+00:00
191,corporate,Nordic 191 BV,IE,Lisbon,,32640205.25,8221900.3,false,CCC,AAA,704,,2000-10-15,37,2022-01-15T01:34:11+00:00
192,individual,Alex Lopez 192,BE,Dublin,203231.15,,,false,CCC,AAA,449,1976-04-21,,15,2024-01-19T01:24:07+00:00
193,individual,Noah Rossi 193,IT,Milan,51999.02,,,false,BB,AAA,586,2001-04-16,,,2020-02-28T12:34:50+00:00
194,individual,Jordan Garcia 194,NL,Amsterdam,95595.71,,,false,B,BB,836,1983-08-02,,122,2020-01-23T11:56:20+00:00
195,corporate,Summit 195 GmbH,DE,Berlin,,2248763.99,610526.91,false,BBB,BB,583,,2019-09-25,14,2023-03-14T07:03:46+00:00
196,corporate,Prime 196 PLC,GB,London,,7741722.67,1796935.27,false,B,BB,413,,1998-06-10,55,2020-11-05T00:04:08+00:00
197,individual,Ava Smith 197,ES,Madrid,172022.34,,,false,BBB,BB,716,1987-08-02,,,2021-08-06T02:37:37+00:00
198,individual,Ava Martin 198,ES,Madrid,78807.87,,,false,AA,A,773,1986-11-19,,78,2023-02-03T23:55:11+00:00
199,corporate,Aurora 199 BV,US,New York,,3654405.06,352808.85,false,CCC,B,793,,2019-11-05,218,2023-02-06T10:41:04+00:00
